Name,Genres,Budget(USD)_Inflated,Domestic(USD)_Inflated,Domestic_Percentage,Foreign(USD)_Inflated,Foreign_Percentage,Worldwide(USD)_Inflated,Runtime(mins),Rating,Audience_Score,Critics_Score,plot_summary,Month,Day,Year,Foreign_higher,emotion,emotion_score,drama,comedy,thriller,action,adventure,romance film,horror,fantasy,mystery,crime,indie,biography,family,sci-fi,period piece,animation,teen,film adaptation,musical,history,coming of age,sports,war,Worldwide_profit
99 homes,"drama, crime",10002917.668033233,1765423.6917841444,0.7722909346297405,520533.07997382176,0.2277090653702593,2285956.7717579664,112,r,0.78,0.92,A desperate construction worker (Andrew Garfield) reluctantly accepts a job with the ruthless real-estate broker (Michael Shannon) who evicted him and his family from their home.,Oct,9,2015,0,fear,0.3412244915962219,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22852899999999998
a bad moms christmas,comedy,32652013.024480943,84091363.45971085,0.5523163496369666,68160807.8094965,0.4476836503630334,152252171.26920736,104,r,0.43,0.32,"Under-appreciated and overburdened moms Amy, Kiki and Carla rebel against the challenges and expectations of the Super Bowl for moms: Christmas. As if creating the perfect holiday for their families isn't hard enough, they'll have to do it while hosting and entertaining their own respective mothers when they come to visit.",Nov,1,2017,0,neutral,0.9193915128707886,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.662872428571428
a beautiful day in the neighborhood,"drama, biography, family",27459273.0646528,67773939.81765419,0.908404698407892,6833710.204893717,0.0915953015921079,74607650.02254792,109,pg,0.92,0.95,"Lloyd Vogel is an investigative journalist who receives an assignment to profile Fred Rogers, aka Mr. Rogers. He approaches the interview with skepticism, as he finds it hard to believe that anyone can have such a good nature. But Roger's empathy, kindness and decency soon chips away at Vogel's jaded outlook on life, forcing the reporter to reconcile with his own painful past.",Nov,22,2019,0,sadness,0.4538850784301758,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.71702932
a beautiful mind,"drama, thriller, romance film, biography, period piece",135143766.02187634,295830294.6427105,0.5374302391733535,254623090.89387715,0.4625697608266463,550453385.5365877,135,pg-13,0.93,0.74,"From the heights of notoriety to the depths of depravity, John Forbes Nash Jr. experiences it all; as a mathematical expert, he made a discovery early in his career and stands on the brink of international acclaim; but Nash soon finds himself on a painful and harrowing journey of self-discovery.",Jan,4,2002,0,sadness,0.6970842480659485,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.07309491025641
a cinderella story,"comedy, romance film, family, teen",28402487.95639612,76893270.83876295,0.7331123941508269,27992789.541964043,0.2668876058491731,104886060.380727,95,pg,0.53,0.11,"Sam (Hilary Duff), a teenager in California, is obliged to work as a janitor and dishwasher in the diner of her stepmother (Jennifer Coolidge). After a cell phone mix-up, Sam begins an anonymous text-messaging and e-mail relationship with a boy. They agree to meet at a school dance, but when Sam finds out that her secret pen pal is none other than Austin Ames (Chad Michael Murray), the cutest boy in school, she panics and looks for a way to make herself cooler.",Jul,16,2004,0,disgust,0.40244260430336,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.6928476315789474
a cure for wellness,"drama, thriller, horror, fantasy, mystery, sci-fi",48613967.94069237,9852818.937491046,0.3045449057441843,22499779.157738123,0.6954550942558156,32352598.09522917,146,r,0.42,0.42,A Wall Street stockbroker (Dane DeHaan) travels to a remote location in the Swiss Alps to retrieve his company's CEO (Harry Groener) from an idyllic but mysterious wellness center. He soon suspects that the miraculous treatments are not what they seem. His sanity is tested when he unravels the spa's terrifying secrets and finds himself diagnosed with the same curious illness that keeps all of the guests there longing for a cure.,Feb,17,2017,1,fear,0.9448875784873962,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.66550005
a dog's journey,drama,17573934.761377793,25023493.85396908,0.288870018913438,61601950.86366894,0.7111299810865619,86625444.71763803,108,pg,0.91,0.53,"Bailey is living the good life on the Michigan farm of his boy, Ethan and Ethan's wife Hannah. He even has a new playmate: Ethan and Hannah's baby granddaughter, CJ. The problem is that CJ's mom, Gloria, decides to take CJ away. As Bailey's soul prepares to leave this life for a new one, he makes a promise to Ethan to find CJ and protect her at any cost. Thus begins Bailey's adventure through many lives filled with love, friendship, and devotion.",May,17,2019,1,neutral,0.7718056440353394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9292003125
a dog's purpose,drama,29153583.057572268,75008542.50140108,0.3167701102615691,161783187.75201103,0.6832298897384309,236791730.2534121,100,pg,0.74,0.35,"A devoted dog discovers the meaning of its own existence through the lives of the humans it teaches to laugh and love. Reincarnated as multiple canines over the course of five decades, the lovable pooch develops an unbreakable bond with a kindred spirit named Ethan. As the boy grows older and comes to a crossroad, the dog once again comes back into his life to remind him of his true self.",Jan,27,2017,1,sadness,0.4418454468250274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.12221708
a dog's way home,drama,67000626.27775283,46079642.27954222,0.5169614295948105,43055909.50748185,0.4830385704051896,89135551.78702407,102,pg,0.71,0.59,"As a puppy, Bella finds her way into the arms of Lucas, a young man who gives her a good home. When Bella becomes separated from Lucas, she soon finds herself on an epic 400-mile journey to reunite with her beloved owner. Along the way, the lost but spirited dog touches the lives of an orphaned mountain lion, a down-on-his-luck veteran and some friendly strangers who happen to cross her path.",Jan,11,2019,0,joy,0.7378590106964111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3303689344262295
a ghost story,"drama, romance film, fantasy, mystery",116614.33223028907,1861597.381567988,0.8179458446889172,414344.7161340848,0.1820541553110828,2275942.097702073,92,r,0.67,0.91,"A passionate young couple, unexpectedly separated by a shocking loss, discover an eternal connection and a love that is infinite.",Jul,7,2017,0,surprise,0.4082801043987274,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.516830000000002
a good day to die hard,"thriller, action, crime",116805976.48011789,85508574.3211174,0.2210676956996441,301289569.344769,0.7789323043003559,386798143.6658864,98,r,0.4,0.15,"New York City cop John McClane (Bruce Willis) arrives in Moscow to track down his estranged son, Jack (Jai Courtney). McClane thinks his son is a criminal, so it comes as a shock when he learns that Jack is actually working undercover to protect Komarov (Sebastian Koch), a Russian government whistleblower. With their own lives on the line, McClane and Jack must overcome their differences in order to get Komarov to safety and thwart a potentially disastrous crime in the Chernobyl region.",Feb,14,2013,1,fear,0.4510086178779602,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3114584999999996
a guy thing,"comedy, romance film",30325438.723984912,23571100.761421774,0.8917671891893162,2860798.782729076,0.1082328108106836,26431899.54415085,101,pg-13,0.35,0.25,"Paul Morse (Jason Lee) is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky (Julia Stiles) and can't remember the night before. Desperate to keep his fiancée, Karen (Selma Blair), from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.",Jan,17,2003,0,surprise,0.9513104557991028,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87160815
a haunted house,"comedy, horror, fantasy",3174075.44782929,50838129.16002539,0.6655910885288037,25542294.25038413,0.3344089114711963,76380423.41040951,86,r,0.51,0.1,"Young couple Malcolm (Marlon Wayans) and Kisha (Essence Atkins) have just moved into their dream home. As they settle in, they learn that they're not alone -- not because the house is haunted, but because Kisha is possessed by a demon. Desperate to salvage his relationship -- and more importantly -- his sex life -- Malcolm hires a coterie of paranormal specialists, which includes a priest and ghost busters, to banish the unwelcome intruder from Kisha's body.",Jan,11,2013,0,fear,0.849502444267273,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0638336
a haunted house 2,"comedy, horror, fantasy",5001458.834016616,21668178.961281523,0.6833739656466059,10039465.828462807,0.3166260343533941,31707644.78974433,86,r,0.43,0.08,"After the ordeal he suffered with his now former girlfriend's (Essence Atkins) demonic possession, Malcolm (Marlon Wayans) has decided to start fresh. He has a new girlfriend named Megan (Jaime Pressly), and they and Megan's children are moving into their dream home. Soon afterward, Malcolm is once again plagued by supernatural shenanigans -- only this time, it's not just the house that's haunted. A demon has attached itself to Malcolm, and shows no signs of letting go.",Apr,18,2014,0,fear,0.4883600771427154,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.339679249999998
a history of violence,"drama, thriller, crime",46735821.29982384,46012340.56264166,0.5123650303711346,43791486.46535117,0.4876349696288655,89803827.02799283,96,r,0.76,0.88,"When a pair of petty criminals attempt to rob his small-town diner, Tom Stall (Viggo Mortensen) quickly and easily kills them both. In the flush of news coverage of Tom's seemingly heroic actions, a threatening stranger named Carl Fogarty (Ed Harris) comes to town, fingering the unassuming family man as long-missing Philadelphia mobster Joey Cusack. To the horror of his wife, Edie (Maria Bello), and teenage son, Jack (Ashton Holmes), Tom finds he must confront his violent past.",Sep,30,2005,0,fear,0.9754407405853271,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92152025
a hologram for the king,"drama, comedy, romance film",42537221.94810583,5119651.206658974,0.4594024520620356,6024501.776589883,0.5405975479379643,11144152.983248858,98,r,0.54,0.7,A beautiful doctor (Sarita Choudhury) and a wise-cracking taxi driver (Alexander Black) help an American businessman (Tom Hanks) who's trying to close the deal of a lifetime in Saudi Arabia.,Apr,22,2016,1,joy,0.9105494618415833,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26198591428571427
a home at the end of the world,"drama, romance film, period piece",9716640.616661832,1539522.4777173467,0.6261940968702822,919016.313069535,0.3738059031297179,2458538.790786881,97,r,0.67,0.5,"Bobby (Colin Farrell), a rough teenager, lives in Cleveland in a family burdened by tragedy. After he meets Jonathan (Dallas Roberts), a gay teen repressed by his mother (Sissy Spacek), the two boys become best friends. When Bobby later reunites with Jonathan in New York as a young man, Bobby finds him living with a laid-back woman named Clare (Robin Wright Penn), and the three friends plan to form their own family -- until Bobby and Clare's budding romance gets in the way.",Jul,23,2004,0,sadness,0.861580491065979,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25302353846153836
a little bit of heaven,"drama, comedy, romance film",16644570.611778297,20472.8218524873,0.0022682384071257,9005395.794149965,0.9977317615928744,9025868.616002452,107,pg-13,0.52,0.04,"New Orleans ad executive Marley Corbett (Kate Hudson) is a free-spirited woman who embraces her easy sexuality, shuns commitment, and gains support and strength from a close circle of friends. Then Marley learns she has terminal colon cancer. Despite her determination not to be tied down in a serious relationship, Marley finds herself falling in love with her handsome doctor (Gael García Bernal), even as her health slowly deteriorates.",May,4,2012,1,neutral,0.3469074964523315,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5422710399999999
a mighty wind,"comedy, musical",9097631.617195474,26960840.395190403,0.948307878200638,1469631.4114417569,0.0516921217993619,28430471.80663216,91,pg-13,0.75,0.87,"In this hilarious backstage mockumentary, three eclectic, never-quite-famous folk bands come together for the first time in decades following the death of their manager to put on an reunion concert in his honor, at the request of his son (Bob Balaban). For the members of The Folksmen, The New Main Street Singers, and Mitch & Mickey, time has not been kind. As the show approaches, apprehension sets in, romances are rekindled and ambitions are permanently deferred.",Apr,16,2003,0,fear,0.8956813812255859,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.125041
a million ways to die in the west,comedy,50014588.34016615,53939858.26957324,0.4947343765417694,55088058.17847494,0.5052656234582306,109027916.4480482,116,r,0.41,0.33,"Mild-mannered sheep farmer Albert Stark (Seth MacFarlane) feels certain that the Western frontier is trying to kill him, then he loses his girlfriend, Louise (Amanda Seyfried), to the town's most successful businessman. However, a beautiful, pistol-packing woman named Anna (Charlize Theron) rides into town and helps Albert find his inner courage. Then Stark must put his newfound bravery to the test when Anna's outlaw husband arrives with plans to plant him in an unmarked grave.",May,30,2014,1,fear,0.5877447128295898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1799223000000003
a monster calls,"drama, adventure, horror, fantasy, family",52260015.536244296,4546406.234845117,0.0790715984398251,52950929.40210941,0.9209284015601747,57497335.63695452,108,pg-13,0.81,0.86,"Conor (Lewis MacDougall) is dealing with far more than other boys his age. His beloved and devoted mother (Felicity Jones) is ill. He has little in common with his imperious grandmother. His father has resettled thousands of miles away. But Conor finds a most unlikely ally when the Monster (Liam Neeson) appears at his bedroom window one night. Ancient, wild, and relentless, the Monster guides Conor on a journey of courage, faith, and truth that powerfully fuses imagination and reality.",Jan,6,2017,1,neutral,0.8521958589553833,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.100216581395349
a most violent year,"drama, thriller, crime",25007294.17008308,7188514.25806132,0.4788123996945133,7824702.32247765,0.5211876003054867,15013216.58053897,125,r,0.69,0.9,"In 1981 New York, a fuel supplier (Oscar Isaac) tries to adhere to his own moral compass amid the rampant violence, corruption and decay that threaten his family and his business.",Dec,31,2014,1,anger,0.3408693075180053,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6003534999999999
a nightmare on elm street,horror,47321719.67867391,85280513.97917923,0.5357616211750555,73895714.04577397,0.4642383788249445,159176228.0249532,94,r,0.43,0.14,"Teenagers Nancy, Quentin, Kris, Jesse and Dean are all neighborhood friends who begin having the same dream of a horribly disfigured man who wears a tattered sweater and a glove made of knives. The man, Freddy Krueger (Jackie Earle Haley), terrorizes them in their dreams, and the only escape is to wake up. But when one of their number dies violently, the friends realize that what happens in the dream world is real, and the only way to stay alive is to stay awake.",Apr,30,2010,0,fear,0.8130417466163635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.363703371428571
